N,P,K,temperature,humidity,ph,rainfall,OM,label
48.7,38.1,121.2,30.35,80.18,6.44,103.84,3.0,Coconut
55.9,46.5,51.1,27.48,59.39,7.13,125.7,2.95,Mango
84.4,55.3,48.4,25.63,68.33,5.98,103.07,2.1,Corn
94.6,70.1,67.8,24.3,61.24,6.0,85.15,3.0,Tomato
108.7,78.2,75.7,26.54,71.02,6.93,71.97,2.45,Tomato
27.3,48.4,56.8,31.14,82.26,4.95,128.15,1.34,Cassava
44.5,32.7,122.9,28.05,70.97,5.87,109.19,1.96,Cassava
101.8,65.9,48.9,25.31,66.79,6.38,107.17,2.43,Eggplant
60.8,67.1,56.1,28.06,67.48,6.71,137.83,1.5,Eggplant
118.5,76.2,73.2,22.09,62.47,6.13,87.52,2.13,Tomato
133.6,57.5,183.6,28.12,83.15,5.37,183.38,3.36,Banana
47.5,67.0,141.1,25.66,71.56,5.72,131.2,1.59,Sweet Potato
96.7,43.8,103.4,29.34,86.19,6.31,282.89,2.88,Durian
98.1,42.2,39.3,27.78,64.26,5.87,71.89,1.99,Corn
101.2,31.5,112.8,30.31,80.98,6.92,266.81,3.55,Durian
73.8,47.9,37.9,27.62,85.8,5.43,218.9,3.1,Rice
122.6,78.0,77.6,28.43,80.43,5.65,159.35,2.42,Papaya
31.3,49.9,129.4,28.14,69.35,5.3,203.82,2.64,Coconut
180.0,40.7,167.4,27.44,82.27,5.88,165.17,4.14,Banana
127.8,34.6,178.2,28.38,70.29,5.36,163.33,2.5,Banana
95.5,64.9,191.2,30.93,88.02,5.84,258.65,3.56,Banana
64.6,58.5,41.6,22.62,77.05,5.55,228.97,3.1,Rice
37.0,35.4,98.2,30.86,75.96,5.61,127.59,1.47,Sweet Potato
47.8,44.9,50.7,24.64,72.48,5.36,241.68,2.67,Rice
89.6,62.5,134.5,29.83,88.25,7.09,244.9,2.16,Durian
125.2,69.9,88.2,22.74,66.3,6.44,85.74,2.26,Tomato
45.7,33.4,41.5,26.04,78.94,5.37,190.39,3.92,Cacao
76.2,36.4,55.6,29.19,64.61,5.91,92.63,3.51,Eggplant
97.4,30.7,93.9,25.71,55.0,6.72,123.32,2.86,Papaya
73.8,50.6,60.9,29.83,82.13,6.02,174.61,2.76,Durian
48.4,47.4,71.6,29.57,75.81,6.79,112.14,0.74,Cassava
91.1,83.0,69.2,25.15,67.14,5.89,93.73,2.26,Tomato
87.4,34.4,102.0,31.11,90.43,5.5,311.17,2.87,Durian
98.0,50.8,77.6,24.55,79.2,5.93,213.01,2.79,Papaya
92.8,48.1,47.5,28.52,67.02,5.79,154.68,1.77,Eggplant
25.8,18.9,77.3,26.1,71.8,5.49,101.39,1.3,Cassava
120.7,45.6,72.4,25.19,72.8,6.24,98.9,2.89,Tomato
39.9,18.2,88.9,29.1,76.15,6.44,86.54,1.38,Cassava
38.6,32.2,159.2,28.0,71.93,7.17,127.53,2.27,Coconut
25.5,39.0,153.9,28.74,78.05,6.45,210.09,1.99,Coconut
121.2,68.7,77.8,28.16,73.53,6.23,146.87,2.99,Papaya
16.1,39.6,112.0,25.02,84.81,5.36,148.83,3.24,Coconut
109.6,48.1,82.8,29.83,79.68,5.9,132.61,2.67,Papaya
61.9,42.1,80.7,29.45,70.09,6.14,212.81,2.26,Papaya
102.7,54.3,37.0,26.53,63.56,5.98,131.99,2.08,Corn
48.8,43.0,52.9,28.27,55.0,4.5,114.95,1.72,Cassava
131.7,55.8,153.1,29.08,82.96,6.62,215.54,2.46,Banana
97.6,70.6,83.1,29.07,65.05,6.1,149.5,1.54,Papaya
141.4,52.5,114.4,29.57,81.97,5.41,240.38,2.53,Banana
88.0,67.7,103.6,30.24,73.64,6.47,169.95,3.49,Papaya
136.9,39.9,187.5,29.04,91.3,5.97,246.59,2.89,Banana
129.7,69.0,62.0,26.66,51.0,5.3,100.44,3.65,Tomato
122.6,36.0,30.2,29.35,58.06,6.3,71.11,3.34,Corn
131.2,78.0,82.7,24.39,57.85,6.45,101.07,2.35,Eggplant
80.8,40.8,54.8,26.26,79.78,6.71,264.96,3.71,Durian
44.6,36.0,73.5,27.86,62.19,6.6,102.07,2.24,Mango
92.6,48.8,33.3,28.3,81.45,5.16,191.78,3.27,Rice
57.9,40.6,24.9,27.14,52.98,6.49,51.3,1.83,Corn
106.3,44.8,44.2,23.07,65.67,6.09,74.12,2.09,Corn
70.1,42.1,78.7,22.82,77.64,6.33,192.43,2.75,Cacao
100.4,50.0,78.0,27.85,91.81,6.01,280.43,4.06,Durian
92.5,63.4,40.3,30.37,65.55,6.46,81.05,2.26,Corn
120.2,42.6,51.5,26.79,61.78,6.04,81.62,2.5,Tomato
105.9,40.7,41.5,25.68,73.55,4.77,254.15,3.3,Rice
51.8,41.0,77.3,27.51,75.28,6.16,134.36,2.01,Sweet Potato
31.1,50.1,122.1,28.22,78.11,7.21,119.77,2.53,Coconut
71.5,31.5,59.6,24.14,84.52,6.04,183.81,2.06,Cacao
65.6,58.9,74.7,25.74,82.76,6.16,150.83,3.22,Cacao
88.0,36.8,40.4,26.21,87.22,5.89,282.68,3.38,Rice
94.0,44.9,50.5,28.91,70.42,6.73,149.79,4.08,Papaya
20.7,58.7,96.8,23.76,66.69,6.36,109.14,1.35,Sweet Potato
50.4,41.9,90.6,27.21,84.08,5.87,237.18,2.3,Cacao
92.8,59.7,21.0,26.62,64.76,5.37,84.72,2.85,Corn
62.1,31.4,79.7,26.78,51.94,7.56,138.23,1.64,Mango
40.9,20.0,70.8,28.39,63.19,4.56,110.81,0.98,Cassava
86.0,59.9,44.9,28.11,75.89,5.81,180.98,2.67,Rice
55.7,50.8,74.4,26.69,85.56,5.53,214.8,3.26,Cacao
70.2,40.7,78.6,27.39,92.14,5.56,168.33,3.94,Cacao
93.9,46.0,46.3,30.89,81.44,6.26,124.81,2.69,Cacao
78.8,49.7,184.1,26.03,82.65,6.1,195.57,3.03,Banana
116.7,62.3,44.2,26.18,69.64,6.58,74.5,2.64,Tomato
70.6,69.8,64.3,24.23,64.78,5.96,54.57,2.25,Tomato
87.7,30.6,40.1,25.82,79.17,4.91,294.17,3.67,Rice
34.0,66.8,84.5,28.21,63.21,6.22,131.97,1.47,Sweet Potato
73.1,41.2,68.6,26.14,81.35,6.35,169.6,2.1,Rice
36.2,44.7,93.6,26.99,71.26,6.02,215.03,3.3,Cacao
30.6,39.1,86.7,28.39,86.54,6.18,209.82,3.17,Coconut
51.1,31.9,61.5,27.37,55.66,7.09,109.68,2.17,Mango
77.8,52.0,99.3,31.7,78.71,6.56,200.49,2.6,Papaya
50.9,29.2,96.9,32.41,82.54,5.76,173.87,4.34,Cacao
86.1,54.8,34.1,21.22,72.66,5.26,92.36,1.56,Corn
23.8,35.5,93.5,30.22,73.18,6.28,135.96,2.48,Coconut
55.1,35.6,82.9,27.64,77.2,5.64,231.47,2.97,Durian
111.4,49.5,68.2,31.35,83.41,6.26,97.37,2.06,Eggplant
25.2,31.7,78.3,29.36,72.25,6.03,135.81,1.8,Cassava
44.6,39.6,63.7,26.57,61.2,6.72,102.85,1.39,Mango
33.1,30.4,56.3,25.49,64.66,6.51,134.81,1.8,Mango
36.2,24.3,128.5,27.31,79.39,6.32,237.93,2.08,Coconut
75.1,58.5,28.2,25.16,84.9,6.53,156.66,2.38,Rice
86.0,75.3,44.1,28.9,63.42,5.36,125.89,3.06,Eggplant
69.3,47.5,72.6,30.05,87.39,6.51,226.42,3.14,Durian
124.5,60.1,64.7,27.49,65.73,6.23,128.69,1.87,Eggplant
95.4,48.3,61.6,26.14,68.29,6.91,123.23,3.57,Papaya
65.6,59.7,72.7,27.01,79.36,5.99,321.95,2.61,Durian
26.1,32.3,170.3,25.1,76.28,5.66,183.95,2.3,Coconut
81.2,41.0,37.6,23.27,72.72,5.95,230.85,3.15,Rice
58.8,37.8,25.0,25.92,81.95,6.45,212.82,3.17,Rice
56.8,54.9,38.6,26.81,67.3,6.17,50.0,1.42,Corn
47.7,17.2,72.6,24.85,51.39,6.12,89.21,2.49,Mango
50.5,41.1,68.3,27.49,62.84,7.53,145.86,2.78,Mango
71.1,28.4,28.0,23.79,83.39,4.9,244.03,2.76,Rice
77.8,25.0,103.3,30.06,86.23,6.86,269.16,3.45,Durian
16.1,27.7,140.5,27.27,77.76,5.73,120.75,3.02,Coconut
36.3,56.8,64.5,24.93,85.93,5.55,154.78,4.14,Cacao
75.8,34.0,32.6,22.94,56.38,6.3,86.19,1.88,Corn
33.4,40.8,107.9,26.2,88.12,6.3,137.66,2.99,Coconut
64.1,36.8,26.3,26.93,65.13,5.99,84.44,1.7,Corn
58.8,30.2,146.2,25.9,79.39,7.09,133.62,2.06,Coconut
71.9,29.4,55.2,24.46,49.55,7.22,138.25,1.77,Mango
101.1,40.3,133.0,28.24,93.05,6.31,220.52,2.05,Banana
115.6,56.5,79.0,27.06,55.58,5.86,62.49,2.98,Tomato
47.2,35.4,148.4,27.3,66.5,5.63,92.26,2.27,Sweet Potato
110.9,40.0,111.8,29.14,80.28,6.53,228.21,4.03,Banana
63.2,61.7,79.3,27.19,77.33,6.05,158.23,2.29,Cacao
41.3,19.1,58.9,28.68,71.67,5.04,122.92,2.83,Cassava
95.8,47.1,38.6,26.06,79.52,5.56,270.8,2.46,Rice
101.2,51.4,211.3,28.53,79.0,6.18,150.7,3.58,Banana
28.4,43.3,109.2,26.46,64.46,5.66,120.16,1.67,Sweet Potato
79.8,45.8,36.1,30.78,66.36,6.77,64.2,1.74,Corn
56.4,40.0,104.6,27.49,75.17,5.6,87.24,2.16,Sweet Potato
78.0,20.0,25.0,29.46,75.6,5.55,182.61,3.29,Rice
64.4,34.3,43.8,23.11,79.79,6.29,225.78,3.61,Rice
32.0,24.1,116.3,28.31,74.51,6.99,211.61,2.97,Coconut
51.0,46.8,39.3,29.8,61.88,7.6,107.48,1.11,Mango
164.1,63.9,165.5,28.71,83.38,6.52,221.94,3.37,Banana
52.3,20.8,77.1,24.6,70.23,5.96,129.24,3.46,Cacao
70.7,37.4,29.5,26.33,82.88,5.15,224.14,2.32,Rice
86.3,43.9,48.9,26.3,86.48,7.5,216.12,2.5,Rice
157.2,36.6,183.0,26.62,77.84,5.35,225.5,2.06,Banana
39.0,15.4,73.5,28.19,84.21,6.16,197.82,3.04,Coconut
62.8,31.3,98.6,29.05,65.19,5.62,150.28,1.21,Cassava
73.6,50.8,40.1,28.25,51.13,6.4,86.72,2.48,Corn
84.9,54.9,48.9,26.77,64.03,6.18,63.65,1.87,Corn
93.7,48.4,35.5,29.09,86.26,5.5,300.0,3.42,Rice
110.6,59.5,85.1,30.21,70.27,7.22,92.85,2.51,Papaya
45.7,32.1,53.1,27.91,81.76,6.87,238.23,2.63,Rice
43.3,39.4,114.5,26.85,69.78,6.76,162.64,2.63,Coconut
30.2,25.9,115.2,29.46,83.74,5.09,221.43,2.67,Cacao
105.1,29.8,25.4,25.94,62.72,6.18,99.92,1.71,Corn
104.5,42.2,49.1,29.71,68.47,5.98,123.53,1.19,Corn
55.3,46.7,45.5,28.49,66.66,6.54,128.87,2.13,Corn
37.3,45.7,103.5,31.44,65.75,6.0,84.88,1.79,Sweet Potato
57.4,33.7,120.2,26.6,80.09,5.68,204.7,2.97,Coconut
42.8,27.5,136.3,26.7,71.77,5.68,223.85,3.15,Coconut
58.7,51.6,163.3,25.7,75.76,6.4,110.84,1.76,Sweet Potato
59.5,54.5,61.9,25.32,66.4,6.56,167.58,2.06,Mango
74.3,52.1,61.3,29.37,55.93,6.0,125.41,2.61,Eggplant
67.8,55.8,31.7,29.16,77.78,5.56,240.76,3.3,Rice
50.0,70.0,32.5,24.28,67.15,5.18,67.41,2.32,Corn
56.9,38.4,52.4,27.23,72.06,5.99,202.63,4.25,Cacao
55.7,36.5,137.4,27.65,76.64,5.39,190.08,3.0,Coconut
140.6,68.0,61.9,24.7,66.7,6.8,118.24,3.34,Papaya
58.5,30.9,66.2,26.74,74.82,6.52,150.28,4.53,Cacao
123.9,39.8,51.5,29.18,66.3,5.71,91.77,1.71,Eggplant
46.9,56.7,40.0,21.68,78.17,6.7,163.46,2.71,Cacao
42.6,52.7,130.3,30.9,74.54,5.21,117.33,2.52,Sweet Potato
29.3,46.7,136.0,30.0,76.49,6.19,108.38,3.35,Coconut
88.9,80.0,93.1,28.57,74.67,6.84,274.61,3.76,Durian
55.8,36.4,62.7,26.8,65.07,7.19,74.02,2.81,Mango
41.6,64.1,119.6,22.81,73.32,5.97,137.37,2.53,Sweet Potato
41.9,40.4,88.3,24.96,60.45,7.35,141.74,2.75,Mango
109.8,50.3,142.9,27.68,79.17,4.69,193.5,5.97,Banana
53.9,23.8,100.6,26.59,77.74,5.32,197.6,3.49,Cacao
109.6,73.1,82.7,24.76,57.41,6.57,50.0,2.48,Tomato
20.6,28.2,59.8,31.6,70.67,5.65,81.79,1.55,Cassava
93.5,42.5,84.5,26.59,76.9,6.07,212.63,3.95,Banana
112.2,43.4,152.2,26.64,84.67,5.32,205.44,3.3,Banana
103.0,51.4,140.9,27.75,84.83,6.06,176.64,4.93,Banana
35.6,39.5,60.8,26.2,65.12,6.83,128.91,2.33,Mango
91.9,37.1,31.2,26.17,77.78,4.76,258.28,3.09,Rice
58.5,25.3,135.9,25.91,72.98,6.41,76.47,2.11,Sweet Potato
63.1,28.4,33.3,27.39,61.68,7.19,71.96,1.81,Corn
87.4,42.7,149.8,25.72,77.09,5.37,171.18,4.63,Banana
43.1,15.2,60.0,26.53,74.47,6.24,144.67,3.99,Coconut
53.1,29.0,100.7,26.37,77.15,6.19,128.57,4.25,Cacao
85.4,26.2,99.9,25.44,81.85,7.35,202.25,2.74,Durian
50.3,36.1,66.7,28.51,66.51,6.12,117.61,1.68,Cassava
49.8,52.7,153.5,25.15,60.0,5.33,153.37,1.97,Sweet Potato
104.6,37.6,196.5,28.72,79.36,5.68,190.69,2.65,Banana
11.5,20.1,92.6,28.3,79.41,6.71,115.87,1.47,Cassava
63.6,61.5,23.8,31.66,65.54,5.77,90.3,2.16,Corn
109.2,33.4,199.4,26.26,84.28,6.25,164.99,3.64,Banana
39.3,53.9,60.0,25.04,69.9,6.07,211.97,1.87,Coconut
50.8,48.1,77.2,25.11,89.22,5.49,199.85,3.1,Cacao
60.1,74.9,84.7,27.46,86.85,6.42,307.3,2.06,Durian
47.6,36.9,69.7,28.27,82.06,6.06,188.98,3.78,Cacao
58.1,46.4,67.8,29.33,74.35,5.6,250.0,3.54,Cacao
123.7,40.0,65.8,21.92,69.83,6.26,81.21,3.08,Tomato
44.9,38.2,84.2,28.58,80.69,6.24,264.29,3.2,Durian
35.1,20.9,76.4,26.97,74.2,5.67,172.04,2.93,Coconut
83.0,51.9,41.3,25.81,82.34,6.43,177.12,3.69,Cacao
62.5,36.1,65.1,28.57,59.78,7.14,104.46,1.3,Mango
120.5,39.4,195.2,29.05,79.65,6.65,247.86,2.93,Banana
29.2,29.6,112.1,28.66,85.83,5.77,151.82,2.54,Coconut
66.8,48.7,65.4,33.45,84.04,6.27,197.06,4.15,Durian
55.5,43.5,90.0,23.85,86.73,5.29,154.44,2.8,Cacao
122.7,53.1,134.6,29.51,76.62,6.15,277.88,2.09,Banana
35.4,38.4,63.4,26.16,82.0,6.99,135.74,1.6,Cassava
75.3,35.4,44.6,30.73,95.0,5.19,238.01,2.59,Rice
37.4,68.9,89.9,25.68,73.27,5.71,113.09,1.34,Sweet Potato
63.3,49.3,43.7,27.75,72.18,4.82,210.69,3.72,Rice
40.4,36.7,66.7,26.64,65.11,6.89,116.88,2.85,Mango
21.1,21.5,120.9,28.46,68.65,5.53,125.41,1.86,Cassava
74.6,21.8,25.0,30.39,82.87,6.05,263.72,3.35,Rice
54.5,48.2,33.6,27.76,61.69,6.52,91.19,1.98,Mango
105.3,57.4,77.5,27.29,66.97,6.94,120.77,2.89,Eggplant
141.1,31.0,65.7,28.76,76.96,5.89,85.38,1.89,Eggplant
132.9,34.9,18.6,29.59,64.66,6.61,101.51,2.12,Corn
94.4,40.4,64.2,24.65,64.17,6.53,116.26,2.14,Tomato
85.4,50.6,43.4,28.23,65.86,6.42,97.31,1.68,Eggplant
106.3,50.3,60.8,32.82,73.62,5.94,147.78,2.34,Eggplant
55.2,37.4,89.3,30.79,76.89,5.65,183.56,2.46,Cacao
38.5,55.4,35.1,25.94,57.19,7.1,79.16,1.16,Mango
144.8,44.4,85.2,27.38,82.15,6.38,184.2,3.84,Banana
49.1,41.7,67.3,26.87,62.36,7.05,101.67,2.52,Mango
58.2,56.7,82.2,24.12,90.07,5.28,141.54,2.3,Cacao
86.4,30.2,50.5,30.55,81.96,5.72,159.46,2.32,Rice
129.1,40.0,61.0,27.11,62.89,5.73,75.21,2.52,Tomato
62.8,65.5,118.4,32.2,87.42,6.89,207.84,3.41,Durian
38.4,40.5,81.3,28.35,78.54,6.48,172.81,3.23,Coconut
46.4,32.1,77.0,25.73,79.12,5.46,240.41,3.45,Cacao
74.7,55.9,41.0,28.29,80.06,5.89,166.16,3.71,Cacao
39.3,48.2,84.9,29.4,77.85,5.57,162.63,2.84,Cacao
84.9,32.2,46.5,25.39,85.19,5.48,234.69,2.43,Rice
52.0,27.2,99.7,26.48,67.53,6.37,97.64,1.71,Sweet Potato
73.5,23.6,76.9,29.91,88.87,5.36,202.95,3.65,Cacao
34.6,23.4,39.7,29.4,60.05,7.16,98.82,2.73,Mango
114.6,66.1,73.0,21.67,72.99,6.09,124.48,2.53,Tomato
60.3,45.8,139.4,27.37,82.62,6.51,122.8,2.22,Coconut
49.7,25.5,62.7,24.35,63.72,7.3,130.67,2.42,Mango
75.3,30.3,44.6,28.54,84.97,4.63,120.0,2.43,Cacao
109.8,64.4,66.0,31.21,56.43,5.68,162.4,3.56,Papaya
61.8,64.7,83.8,26.79,86.67,6.63,350.0,3.65,Durian
48.0,39.2,67.6,28.33,71.48,5.77,113.72,1.82,Sweet Potato
105.8,52.1,139.5,28.09,72.89,6.45,193.78,2.21,Papaya
131.2,58.8,92.1,26.31,68.35,6.83,101.91,2.54,Tomato
123.0,57.3,52.9,26.62,70.37,6.1,95.07,2.07,Tomato
85.7,47.6,36.2,25.27,83.06,7.34,167.98,3.16,Rice
76.3,40.2,64.1,31.66,56.92,6.33,160.81,1.86,Papaya
76.3,27.8,41.5,26.93,86.18,5.43,161.7,4.03,Cacao
106.4,45.8,36.5,26.33,78.12,5.49,172.29,3.71,Rice
45.9,52.8,72.0,25.59,76.92,7.59,100.0,2.09,Coconut
145.4,50.1,167.3,28.62,76.49,5.87,211.72,3.74,Banana
98.5,39.7,32.4,27.92,57.47,5.83,79.36,2.48,Corn
89.7,45.7,73.3,24.42,58.83,6.34,116.53,2.65,Eggplant
102.2,56.6,76.1,23.98,68.3,5.73,80.97,2.95,Tomato
47.0,25.1,85.4,27.87,77.24,5.84,151.35,2.86,Cacao
23.5,37.4,159.2,24.16,73.23,6.26,280.0,3.64,Coconut
38.3,47.2,123.8,26.3,70.99,5.93,119.67,1.52,Sweet Potato
55.6,56.0,80.1,26.88,83.06,6.85,285.32,2.95,Durian
34.9,27.3,115.6,28.25,75.56,5.0,145.04,2.28,Sweet Potato
106.0,37.1,51.2,25.15,70.92,6.26,127.2,2.36,Papaya
121.6,41.4,83.6,27.77,65.74,6.36,61.78,2.85,Tomato
68.1,39.2,52.1,25.37,78.96,4.8,170.9,3.29,Cacao
75.2,48.7,72.6,29.82,73.29,5.6,137.21,2.33,Papaya
70.5,59.4,106.2,29.59,89.75,6.67,217.17,3.05,Durian
48.8,78.8,87.2,24.59,81.91,5.58,227.54,2.12,Durian
21.0,62.2,116.9,26.9,70.38,5.69,93.54,1.94,Sweet Potato
121.2,39.7,155.3,27.45,80.61,5.97,232.01,4.06,Banana
66.9,53.6,109.9,27.53,79.36,5.81,105.67,1.34,Sweet Potato
80.6,62.2,61.8,24.37,75.13,6.84,55.0,2.69,Tomato
43.6,18.5,57.8,30.2,78.21,6.14,92.63,1.96,Cassava
101.0,42.2,59.5,25.55,63.31,6.77,57.36,1.03,Corn
79.3,71.5,64.1,29.13,70.36,6.19,71.71,3.16,Eggplant
91.4,59.8,80.0,27.96,77.99,5.92,183.89,4.29,Banana
39.7,23.9,38.7,22.77,60.36,7.42,165.38,2.99,Mango
56.9,45.8,177.1,32.0,87.04,6.59,172.03,2.07,Coconut
130.4,49.0,172.2,29.34,85.48,6.88,242.74,2.04,Banana
94.4,49.9,103.1,28.57,88.53,6.19,253.48,2.34,Durian
37.8,31.4,95.5,24.98,66.92,6.28,89.59,1.49,Sweet Potato
104.6,25.6,147.7,28.59,85.14,6.97,176.03,5.14,Banana
101.8,44.2,42.0,23.03,54.76,6.33,89.9,2.83,Corn
83.6,40.2,81.8,29.21,64.26,6.83,97.75,2.38,Eggplant
50.1,43.8,116.3,28.22,83.59,5.97,177.01,3.14,Coconut
73.9,36.7,92.2,29.7,70.52,6.56,177.0,2.64,Papaya
29.8,26.4,85.8,33.02,72.84,5.11,129.66,1.78,Cassava
65.8,64.4,109.5,31.21,84.3,6.74,218.34,2.46,Durian
15.0,32.7,140.4,27.91,78.66,7.36,215.71,2.55,Coconut
98.1,52.8,88.6,28.81,80.43,6.48,213.3,3.55,Durian
116.2,25.8,49.0,23.62,60.78,6.38,127.61,1.1,Corn
86.6,68.7,83.7,23.06,66.56,5.99,89.49,3.03,Tomato
111.1,49.1,49.2,32.11,70.23,6.65,112.7,2.17,Eggplant
39.1,30.0,64.5,24.74,64.08,6.37,154.71,2.01,Mango
128.6,40.7,128.1,30.25,79.84,5.8,141.53,3.34,Banana
36.4,30.1,55.5,27.24,56.05,6.38,77.7,1.83,Mango
37.5,41.8,114.2,25.57,79.82,6.02,265.21,2.26,Coconut
38.4,38.0,60.3,24.65,59.18,7.35,80.51,2.99,Mango
91.1,61.1,26.6,28.91,70.66,7.1,139.43,2.05,Corn
86.2,60.9,75.9,23.89,76.14,6.54,163.7,2.01,Durian
67.3,39.5,95.3,27.71,73.31,5.31,201.9,2.93,Coconut
48.1,40.5,66.6,25.22,72.63,5.88,66.85,2.63,Sweet Potato
121.2,41.5,92.1,23.97,77.19,5.68,100.46,2.6,Tomato
66.4,49.6,151.3,25.45,86.79,6.58,164.22,4.67,Banana
57.7,37.2,44.9,31.86,84.18,4.5,269.88,2.76,Rice
65.7,65.3,38.7,25.28,58.2,6.43,119.26,2.04,Corn
150.0,58.2,75.0,28.71,68.04,7.05,155.27,2.31,Papaya
112.2,73.8,84.1,30.9,72.29,6.18,66.05,1.5,Eggplant
131.5,25.0,152.5,27.73,83.92,6.55,220.21,4.81,Banana
66.4,48.2,40.0,27.81,75.7,7.08,108.38,3.11,Eggplant
25.2,37.6,121.7,28.37,75.82,5.17,202.97,3.1,Coconut
105.8,64.5,99.9,26.05,71.63,5.93,69.91,3.12,Tomato
36.6,35.0,121.3,25.29,65.26,5.71,108.08,1.71,Sweet Potato
148.1,30.0,75.5,29.4,68.74,6.19,139.7,3.12,Papaya
141.9,54.2,154.2,24.51,80.24,5.56,272.24,4.51,Banana
41.2,56.6,44.4,30.96,88.78,5.98,217.56,2.82,Rice
89.1,48.7,74.0,25.14,63.7,6.18,105.06,2.94,Tomato
104.4,40.6,61.4,23.64,69.47,6.96,68.93,1.97,Tomato
80.2,63.1,64.7,24.6,80.74,5.8,300.61,2.0,Durian
45.8,47.8,149.6,28.07,85.56,5.6,159.22,1.43,Coconut
120.7,52.7,83.0,26.14,90.53,6.11,182.55,2.75,Banana
40.5,44.2,112.7,24.39,84.22,6.39,311.14,3.59,Durian
48.8,39.7,107.2,29.1,75.22,5.8,228.2,3.39,Coconut
127.7,60.5,203.2,27.56,76.29,5.97,227.41,4.01,Banana
45.4,40.9,65.9,32.74,94.35,4.94,188.23,3.39,Cacao
50.5,33.3,40.6,29.44,85.19,5.4,206.97,3.09,Rice
86.5,55.7,54.3,27.67,74.36,6.16,216.34,3.19,Cacao
44.7,35.5,166.9,23.96,86.34,6.49,252.17,3.16,Coconut
31.3,27.0,101.6,27.48,71.34,5.75,126.44,1.58,Cassava
44.6,32.2,122.0,26.56,68.27,6.52,102.2,2.3,Sweet Potato
76.7,27.2,40.4,25.34,48.32,6.81,163.32,1.88,Mango
75.8,47.6,79.9,27.61,78.45,5.74,130.79,2.4,Cacao
35.7,29.7,113.9,25.53,76.11,5.87,163.45,2.55,Coconut
88.4,44.2,34.4,26.62,70.1,5.61,119.5,2.01,Corn
36.1,20.1,40.0,26.17,73.92,6.2,138.0,1.19,Cassava
79.5,43.7,97.2,28.6,82.84,6.36,181.55,3.92,Durian
78.5,40.0,29.1,24.59,79.96,6.26,152.42,3.32,Rice
99.4,50.4,45.8,26.03,86.15,6.85,213.15,3.07,Rice
33.0,35.4,39.0,29.53,60.69,6.68,139.51,3.06,Mango
54.0,48.1,36.6,28.32,68.49,5.01,104.28,2.48,Corn
47.6,28.1,54.7,28.79,67.04,6.76,120.9,1.75,Mango
61.6,31.9,45.8,24.78,64.55,6.72,93.76,2.8,Corn
35.0,40.4,119.3,27.35,74.46,6.21,155.48,2.69,Coconut
85.2,60.7,101.9,30.51,73.35,5.41,181.79,1.54,Papaya
112.2,64.2,39.0,26.82,66.56,6.28,170.0,2.01,Eggplant
47.8,41.0,126.3,23.17,74.77,5.34,208.9,2.87,Coconut
55.3,36.0,62.2,25.81,73.13,6.36,110.28,1.66,Mango
50.3,67.5,117.0,26.1,75.67,6.27,166.01,2.42,Sweet Potato
40.8,27.2,111.8,27.42,80.06,6.29,229.34,2.79,Coconut
39.3,19.3,123.1,27.37,75.83,6.68,262.47,3.78,Coconut
67.6,26.3,98.4,26.15,75.24,6.09,83.89,1.28,Sweet Potato
97.2,56.5,107.7,27.96,71.07,5.02,147.87,2.33,Papaya
125.3,54.3,43.1,30.1,68.12,5.55,63.92,1.69,Corn
109.9,73.1,89.9,21.02,60.32,6.2,118.17,2.08,Tomato
37.7,31.1,36.9,22.71,55.53,7.05,83.24,1.22,Mango
71.4,59.9,49.7,24.12,79.1,5.0,108.19,1.78,Corn
105.6,43.7,42.1,27.7,61.79,7.04,76.86,2.16,Eggplant
30.6,40.3,49.0,25.89,68.25,6.75,105.47,2.79,Mango
90.9,76.9,85.8,28.25,69.42,6.11,106.23,2.18,Tomato
89.3,32.5,79.8,25.98,68.75,5.72,98.45,3.03,Eggplant
69.9,42.3,45.5,29.03,69.94,6.63,108.29,2.85,Mango
112.4,51.1,227.1,28.16,71.71,6.37,200.56,3.7,Banana
46.4,42.4,111.9,28.63,79.08,6.36,113.26,1.59,Sweet Potato
81.9,43.9,65.2,25.7,73.99,5.69,168.59,3.15,Cacao
121.0,53.5,119.9,28.29,91.46,6.84,130.0,3.02,Banana
77.7,53.7,30.1,29.03,77.39,6.47,207.75,2.97,Rice
94.4,57.8,30.5,22.94,53.29,6.93,114.14,1.46,Corn
101.9,52.6,112.4,31.61,81.4,5.75,201.28,3.24,Banana
92.7,35.9,41.2,27.06,78.36,7.5,223.68,3.09,Rice
86.4,89.0,72.1,24.55,67.79,5.85,106.5,2.26,Tomato
54.9,35.4,72.4,30.93,71.74,6.04,123.34,1.29,Cassava
23.9,30.9,82.7,28.33,70.5,6.09,149.5,1.96,Cassava
98.8,70.9,67.8,27.56,77.24,6.16,121.3,2.58,Tomato
73.5,43.1,28.1,25.28,75.6,6.05,75.38,2.66,Corn
93.3,31.0,32.1,28.36,69.55,6.13,119.99,1.79,Corn
68.5,30.8,114.3,28.25,79.01,6.81,185.22,1.92,Coconut
72.7,53.2,31.1,22.96,59.5,6.17,82.77,1.95,Corn
51.3,32.8,59.0,27.75,79.17,5.49,225.71,3.08,Rice
46.6,64.3,45.9,28.35,78.16,6.69,252.99,2.79,Rice
15.0,30.9,134.3,28.41,77.33,5.38,100.0,1.77,Coconut
